Ticker ,BBERG_Ticker,Short Name,Market Cap,Revenue T12M,OPM LF,GICS Sector,GICS Ind Grp Name
CMD,CMD US Equity,CANTEL MEDICAL,"2,305,418,496","1,022,152,976",9.47,Health Care,Health Care Equipment & Services
CME,CME US Equity,CME GROUP INC,"60,952,227,840","5,120,099,968",53.92,Financials,Diversified Financials
CMG,CMG US Equity,CHIPOTLE MEXICAN,"32,468,174,848","5,619,431,040",-0.36,Consumer Discretionary,Consumer Services
CMI,CMI US Equity,CUMMINS INC,"31,484,420,096","20,208,999,680",8.72,Industrials,Capital Goods
CMP,CMP US Equity,COMPASS MINERALS,"2,022,402,048","1,511,600,000",9.57,Materials,Materials
CMPR,CMPR US Equity,CIMPRESS PLC,"2,534,998,528","2,481,357,952",-0.76,Industrials,Commercial & Professional Services
CNA,CNA US Equity,CNA FINL CORP,"9,319,235,584","10,519,000,064",7.70,Financials,Insurance
CNC,CNC US Equity,CENTENE CORP,"37,694,492,672","91,576,000,512",7.28,Health Care,Health Care Equipment & Services
CNK,CNK US Equity,CINEMARK HOLDING,"1,350,753,024","2,163,210,032",-2387.73,Communication Services,Media & Entertainment
CNMD,CNMD US Equity,CONMED CORP,"2,456,282,112","870,249,984",-13.47,Health Care,Health Care Equipment & Services
CNNE,CNNE US Equity,CANNAE HOLDINGS,"3,484,770,560","824,500,000",-44.54,Financials,Diversified Financials
CNO,CNO US Equity,CNO FINANCIAL GR,"2,380,884,224","3,744,400,000",13.19,Financials,Insurance
CNR,CNR US Equity,CORNERSTONE BUIL,"1,072,084,160","4,728,204,800",5.43,Industrials,Capital Goods
CNXN,CNXN US Equity,PC CONNECTION,"1,247,501,184","2,707,888,960",1.93,Information Technology,Technology Hardware & Equipment
COF,COF US Equity,CAPITAL ONE FINA,"31,119,726,592","32,675,000,320",-22.27,Financials,Diversified Financials
COHR,COHR US Equity,COHERENT INC,"3,053,385,216","1,247,712,000",-0.39,Information Technology,Technology Hardware & Equipment
COKE,COKE US Equity,COCA-COLA CONSOL,"2,557,048,576","4,850,214,016",6.77,Consumer Staples,"Food, Beverage & Tobacco"
COLM,COLM US Equity,COLUMBIA SPORTSW,"5,225,739,264","2,746,499,008",-22.20,Consumer Discretionary,Consumer Durables & Apparel
COMM,COMM US Equity,COMMSCOPE HOLDIN,"2,103,936,384","8,814,899,968",-9.26,Information Technology,Technology Hardware & Equipment
COO,COO US Equity,COOPER COS INC,"16,283,659,264","2,542,100,000",5.45,Health Care,Health Care Equipment & Services
CORE,CORE US Equity,CORE-MARK HOLDIN,"1,415,446,912","16,780,600,320",0.60,Consumer Discretionary,Retailing
COST,COST US Equity,COSTCO WHOLESALE,"148,687,519,744","160,875,999,232",3.16,Consumer Staples,Food & Staples Retailing
COTY,COTY US Equity,COTY INC-CL A,"3,182,107,392","7,931,199,872",-16.94,Consumer Staples,Household & Personal Products
CPA,CPA US Equity,COPA HOLDIN-CL A,"2,094,774,912","2,000,120,992",-2462.67,Industrials,Transportation
CPB,CPB US Equity,CAMPBELL SOUP CO,"15,398,299,648","8,363,000,064",12.20,Consumer Staples,"Food, Beverage & Tobacco"
CPRI,CPRI US Equity,CAPRI HOLDINGS L,"2,612,990,976","4,656,000,064",-35.92,Consumer Discretionary,Consumer Durables & Apparel
CPRT,CPRT US Equity,COPART INC,"23,473,057,792","2,222,498,944",35.45,Industrials,Commercial & Professional Services
CR,CR US Equity,CRANE CO,"3,594,679,808","3,085,600,128",4.50,Industrials,Capital Goods
CREE,CREE US Equity,CREE INC,"7,892,439,552","949,400,000",-23.11,Information Technology,Semiconductors & Semiconductor Equipment
CRI,CRI US Equity,CARTER'S INC,"3,692,836,864","3,213,203,008",4.07,Consumer Discretionary,Consumer Durables & Apparel
CRL,CRL US Equity,CHARLES RIVER LA,"10,911,902,720","2,748,731,968",11.25,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
CRM,CRM US Equity,SALESFORCE.COM,"173,550,616,576","18,225,999,616",-2.88,Information Technology,Software & Services
CROX,CROX US Equity,CROCS INC,"2,622,249,728","1,188,454,016",17.07,Consumer Discretionary,Consumer Durables & Apparel
CRS,CRS US Equity,CARPENTER TECH,"1,145,887,104","2,181,100,000",-33.89,Materials,Materials
CRUS,CRUS US Equity,CIRRUS LOGIC INC,"3,721,376,256","1,285,444,000",7.70,Information Technology,Semiconductors & Semiconductor Equipment
CRVL,CRVL US Equity,CORVEL CORP,"1,474,391,552","571,686,000",8.43,Health Care,Health Care Equipment & Services
CRWD,CRWD US Equity,CROWDSTRIKE HO-A,"21,216,432,128","563,413,992",-12.68,Information Technology,Software & Services
CSCO,CSCO US Equity,CISCO SYSTEMS,"203,092,443,136","49,301,000,192",26.72,Information Technology,Technology Hardware & Equipment
CSGP,CSGP US Equity,COSTAR GROUP INC,"32,467,619,840","1,516,540,032",20.48,Industrials,Commercial & Professional Services
CSGS,CSGS US Equity,CSG SYSTEMS INTL,"1,464,625,152","992,098,992",8.23,Information Technology,Software & Services
CSL,CSL US Equity,CARLISLE COS INC,"6,942,552,064","4,479,300,096",11.07,Industrials,Capital Goods
CSOD,CSOD US Equity,CORNERSTONE ONDE,"2,314,996,736","629,040,000",-12.13,Information Technology,Software & Services
CSX,CSX US Equity,CSX CORP,"57,401,892,864","10,972,999,936",36.72,Industrials,Transportation
CTAS,CTAS US Equity,CINTAS CORP,"33,108,299,776","7,085,120,000",12.81,Industrials,Commercial & Professional Services
CTB,CTB US Equity,COOPER TIRE & RU,"1,746,627,456","2,482,299,008",1.07,Consumer Discretionary,Automobiles & Components
CTL,CTL US Equity,CENTURYLINK INC,"11,842,434,048","21,596,000,256",17.39,Communication Services,Telecommunication Services
CTLT,CTLT US Equity,CATALENT INC,"14,291,176,448","2,872,400,000",13.25,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
CTSH,CTSH US Equity,COGNIZANT TECH-A,"36,319,285,248","16,756,999,936",11.68,Information Technology,Software & Services
CTVA,CTVA US Equity,CORTEVA INC,"19,730,065,408","14,041,000,192",16.53,Materials,Materials
CTXS,CTXS US Equity,CITRIX SYSTEMS,"16,860,880,896","3,202,598,016",17.98,Information Technology,Software & Services
CUB,CUB US Equity,CUBIC CORP,"1,448,966,656","1,471,958,016",7.05,Industrials,Capital Goods
CVA,CVA US Equity,COVANTA HOLDING,"1,329,060,224","1,872,000,000",3.96,Industrials,Commercial & Professional Services
CVCO,CVCO US Equity,CAVCO INDUSTRIES,"1,919,126,912","1,052,532,992",7.85,Consumer Discretionary,Consumer Durables & Apparel
CVET,CVET US Equity,COVETRUS INC,"2,534,074,112","4,117,000,000",-0.39,Health Care,Health Care Equipment & Services
CVGW,CVGW US Equity,CALAVO GROWERS I,"1,121,103,872","1,206,021,024",2.71,Consumer Staples,"Food, Beverage & Tobacco"
CVLT,CVLT US Equity,COMMVAULT SYSTEM,"1,984,180,736","681,682,000",3.86,Information Technology,Software & Services
CVNA,CVNA US Equity,CARVANA CO,"30,819,135,488","4,414,991,872",-8.02,Consumer Discretionary,Retailing
CVS,CVS US Equity,CVS HEALTH CORP,"85,052,637,184","263,794,999,296",7.16,Health Care,Health Care Equipment & Services
CW,CW US Equity,CURTISS-WRIGHT,"4,484,078,080","2,421,928,960",10.06,Industrials,Capital Goods
CWH,CWH US Equity,CAMPING WORLD-A,"2,887,759,104","4,986,920,960",12.66,Consumer Discretionary,Retailing
CWST,CWST US Equity,CASELLA WASTE,"2,687,976,448","763,843,024",9.24,Industrials,Commercial & Professional Services
CZR,CZR US Equity,CAESARS ENTERTAI,"5,976,577,024","1,854,844,016",-61.93,Consumer Discretionary,Consumer Services
DAL,DAL US Equity,DELTA AIR LI,"18,555,252,736","34,058,999,552",-328.00,Industrials,Transportation
DAN,DAN US Equity,DANA INC,"2,038,659,712","7,155,000,064",-10.39,Consumer Discretionary,Automobiles & Components
DAR,DAR US Equity,DARLING INGREDIE,"5,357,676,032","3,402,992,000",12.52,Consumer Staples,"Food, Beverage & Tobacco"
DBX,DBX US Equity,DROPBOX INC-A,"8,118,417,920","1,796,600,000",2.74,Information Technology,Software & Services
DCI,DCI US Equity,DONALDSON CO INC,"6,631,868,416","2,691,299,968",13.42,Industrials,Capital Goods
DD,DD US Equity,DUPONT DE NEMOUR,"42,818,838,528","20,679,000,064",1.97,Materials,Materials
DE,DE US Equity,DEERE & CO,"60,165,844,992","36,815,999,488",13.73,Industrials,Capital Goods
DECK,DECK US Equity,DECKERS OUTDOOR,"6,189,078,016","2,139,018,976",-2.72,Consumer Discretionary,Consumer Durables & Apparel
DELL,DELL US Equity,DELL TECHN-C,"45,804,683,264","92,143,001,600",3.21,Information Technology,Technology Hardware & Equipment
DFS,DFS US Equity,DISCOVER FINANCI,"16,696,888,320","13,712,999,936",-17.32,Financials,Diversified Financials
DG,DG US Equity,DOLLAR GENERAL C,"49,546,407,936","29,579,236,864",10.26,Consumer Discretionary,Retailing
DGX,DGX US Equity,QUEST DIAGNOSTIC,"16,270,764,032","7,531,000,064",15.49,Health Care,Health Care Equipment & Services
DHI,DHI US Equity,DR HORTON INC,"25,917,444,096","18,949,600,000",14.43,Consumer Discretionary,Consumer Durables & Apparel
DHR,DHR US Equity,DANAHER CORP,"146,081,464,320","19,546,200,064",15.94,Health Care,Health Care Equipment & Services
DIOD,DIOD US Equity,DIODES INC,"2,757,952,256","1,194,216,960",10.69,Information Technology,Semiconductors & Semiconductor Equipment
DIS,DIS US Equity,WALT DISNEY CO,"238,152,876,032","69,745,999,872",0.43,Communication Services,Media & Entertainment
DISCA,DISCA US Equity,DISCOVERY INC -,"15,064,814,592","10,776,000,000",28.22,Communication Services,Media & Entertainment
DISCK,DISCK US Equity,DISCOVERY INC-C,"15,064,814,592","10,776,000,000",28.22,Communication Services,Media & Entertainment
DISH,DISH US Equity,DISH NETWORK-A,"18,086,256,640","12,813,707,008",20.01,Communication Services,Media & Entertainment
DKS,DKS US Equity,DICK'S SPORTING,"4,127,098,112","8,163,294,080",-13.96,Consumer Discretionary,Retailing
DLB,DLB US Equity,DOLBY LABORATO-A,"7,116,086,272","1,189,428,000",13.83,Information Technology,Technology Hardware & Equipment
DLTR,DLTR US Equity,DOLLAR TREE INC,"23,535,824,896","24,088,899,584",5.82,Consumer Discretionary,Retailing
DLX,DLX US Equity,DELUXE CORP,"1,298,023,936","1,912,492,000",5.92,Industrials,Commercial & Professional Services
DNKN,DNKN US Equity,DUNKIN' BRANDS G,"5,862,052,352","1,302,318,976",28.40,Consumer Discretionary,Consumer Services
DNOW,DNOW US Equity,NOW INC,"1,023,793,280","2,364,000,000",-7.84,Industrials,Capital Goods
DOCU,DOCU US Equity,DOCUSIGN INC,"35,472,261,120","1,057,026,000",-14.09,Information Technology,Software & Services
DOOR,DOOR US Equity,MASONITE INTERNA,"2,245,987,584","2,134,315,008",11.95,Industrials,Capital Goods
DORM,DORM US Equity,DORMAN PRODUCTS,"2,737,553,664","984,275,008",7.56,Consumer Discretionary,Automobiles & Components
DOV,DOV US Equity,DOVER CORP,"16,206,721,024","6,756,048,000",12.33,Industrials,Capital Goods
DOW,DOW US Equity,DOW INC,"32,816,857,088","39,092,000,768",0.63,Materials,Materials
DOX,DOX US Equity,AMDOCS LTD,"8,159,519,744","4,146,344,000",14.38,Information Technology,Software & Services
DPZ,DPZ US Equity,DOMINO'S PIZZA,"15,450,470,400","3,764,289,024",17.78,Consumer Discretionary,Consumer Services
DRI,DRI US Equity,DARDEN RESTAURAN,"11,004,820,480","7,806,900,096",-46.62,Consumer Discretionary,Consumer Services
DT,DT US Equity,DYNATRACE INC,"10,337,239,040","578,760,992",15.50,Information Technology,Software & Services
DVA,DVA US Equity,DAVITA INC,"10,060,120,064","11,523,878,144",14.23,Health Care,Health Care Equipment & Services
DXC,DXC US Equity,DXC TECHNOLOGY C,"4,982,214,144","19,189,000,192",-5.11,Information Technology,Software & Services
DXCM,DXCM US Equity,DEXCOM,"40,967,131,136","1,716,000,000",15.01,Health Care,Health Care Equipment & Services
DY,DY US Equity,DYCOM INDS,"1,501,377,152","3,320,260,992",-3.80,Industrials,Capital Goods
EA,EA US Equity,ELECTRONIC ARTS,"40,402,673,664","5,787,000,064",32.28,Communication Services,Media & Entertainment
EAF,EAF US Equity,GRAFTECH INTERNA,"1,867,648,000","1,434,773,024",47.52,Industrials,Capital Goods
EAT,EAT US Equity,BRINKER INTL,"1,552,795,392","3,078,499,968",-9.45,Consumer Discretionary,Consumer Services
EBAY,EBAY US Equity,EBAY INC,"38,836,404,224","10,708,999,936",28.66,Consumer Discretionary,Retailing
EBS,EBS US Equity,EMERGENT BIOSOLU,"6,857,477,632","1,259,400,000",31.92,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
ECL,ECL US Equity,ECOLAB INC,"56,703,102,976","13,908,600,320",7.15,Materials,Materials
ECOL,ECOL US Equity,US ECOLOGY INC,"1,197,684,992","853,308,000",2.49,Industrials,Commercial & Professional Services
ECPG,ECPG US Equity,ENCORE CAPITAL G,"1,386,115,072","1,418,843,968",45.08,Financials,Diversified Financials
EEFT,EEFT US Equity,EURONET WORLDWID,"5,405,115,904","2,592,395,968",-19.19,Information Technology,Software & Services
EFX,EFX US Equity,EQUIFAX INC,"20,266,391,552","3,722,200,000",16.97,Industrials,Commercial & Professional Services
EHC,EHC US Equity,ENCOMPASS HEALTH,"6,482,881,536","4,602,099,968",9.24,Health Care,Health Care Equipment & Services
EHTH,EHTH US Equity,EHEALTH INC,"1,918,626,304","566,835,000",-7.05,Financials,Insurance
EL,EL US Equity,ESTEE LAUDER,"76,139,708,416","15,454,000,128",3.26,Consumer Staples,Household & Personal Products
ELAN,ELAN US Equity,ELANCO ANIMAL HE,"11,796,219,904","2,802,299,968",-17.09,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
ELY,ELY US Equity,CALLAWAY GOLF CO,"1,746,733,696","1,477,429,984",-59.75,Consumer Discretionary,Consumer Durables & Apparel
EME,EME US Equity,EMCOR GROUP INC,"4,231,050,752","9,005,534,080",-6.09,Industrials,Capital Goods
EMN,EMN US Equity,EASTMAN CHEMICAL,"9,959,034,880","8,694,999,808",2.81,Materials,Materials
EMR,EMR US Equity,EMERSON ELEC CO,"42,901,123,072","17,197,999,616",12.85,Industrials,Capital Goods
ENPH,ENPH US Equity,ENPHASE ENERGY,"8,970,466,304","721,171,984",8.65,Information Technology,Semiconductors & Semiconductor Equipment
ENR,ENR US Equity,ENERGIZER HOLDIN,"3,104,526,336","2,700,800,000",13.74,Consumer Staples,Household & Personal Products
ENS,ENS US Equity,ENERSYS,"3,158,193,920","3,012,559,040",7.55,Industrials,Capital Goods
ENSG,ENSG US Equity,ENSIGN GROUP INC,"3,027,826,944","2,335,009,984",9.48,Health Care,Health Care Equipment & Services
ENTG,ENTG US Equity,ENTEGRIS INC,"9,580,232,704","1,681,877,024",21.12,Information Technology,Semiconductors & Semiconductor Equipment
ENV,ENV US Equity,ENVESTNET INC,"4,585,717,248","957,868,000",1.70,Information Technology,Software & Services
EPAC,EPAC US Equity,ENERPAC TOOL GRO,"1,292,803,456","540,263,000",-1.96,Industrials,Capital Goods
EPAM,EPAM US Equity,EPAM SYSTEMS INC,"17,437,179,904","2,504,619,904",13.19,Information Technology,Software & Services
EPC,EPC US Equity,EDGEWELL PERSONA,"1,671,965,440","1,988,900,000",8.99,Consumer Staples,Household & Personal Products
EQH,EQH US Equity,EQUITABLE HOLDIN,"9,680,323,584","14,780,000,512",,Financials,Diversified Financials
ERIE,ERIE US Equity,ERIE INDEMNITY-A,"11,299,840,000","2,509,238,016",13.88,Financials,Insurance
ESE,ESE US Equity,ESCO TECH INC,"2,392,084,736","761,542,992",13.04,Industrials,Capital Goods
ESGR,ESGR US Equity,ENSTAR GROUP LTD,"4,132,698,368","1,989,708,000",68.22,Financials,Insurance
ESI,ESI US Equity,ELEMENT SOLUTION,"2,797,874,688","1,759,000,000",10.21,Materials,Materials
ETN,ETN US Equity,EATON CORP PLC,"41,030,254,592","19,197,000,192",4.20,Industrials,Capital Goods
ETSY,ETSY US Equity,ETSY INC,"14,563,935,232","1,124,737,024",27.79,Consumer Discretionary,Retailing
EV,EV US Equity,EATON VANCE CORP,"4,457,352,704","1,723,440,000",26.80,Financials,Diversified Financials
EVH,EVH US Equity,EVOLENT HEALTH-A,"1,180,904,576","942,584,992",-95.32,Health Care,Health Care Equipment & Services
EVR,EVR US Equity,EVERCORE INC,"2,638,813,952","2,019,660,032",17.10,Financials,Diversified Financials
EW,EW US Equity,EDWARDS LIFE,"48,856,375,296","4,321,800,000",-18.35,Health Care,Health Care Equipment & Services
EXAS,EXAS US Equity,EXACT SCIENCES,"13,087,081,472","1,131,068,992",-24.92,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
EXEL,EXEL US Equity,EXELIXIS INC,"6,754,648,576","998,407,024",29.11,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
EXLS,EXLS US Equity,EXLSERVICE HOLDI,"2,314,757,632","976,726,992",4.43,Information Technology,Software & Services
EXP,EXP US Equity,EAGLE MATERIALS,"3,506,308,864","1,508,236,992",31.55,Materials,Materials
EXPD,EXPD US Equity,EXPEDITORS INTL,"14,443,840,512","8,602,292,096",9.60,Industrials,Transportation
EXPE,EXPE US Equity,EXPEDIA GROUP IN,"12,279,662,592","9,080,000,128",-150.00,Consumer Discretionary,Retailing
EYE,EYE US Equity,NATIONAL VISION,"2,857,446,656","1,563,376,032",-16.00,Consumer Discretionary,Retailing
F,F US Equity,FORD MOTOR CO,"28,286,345,216","130,396,000,256",-14.24,Consumer Discretionary,Automobiles & Components
FAF,FAF US Equity,FIRST AMERICAN F,"5,759,960,576","6,421,532,032",14.84,Financials,Insurance
FAST,FAST US Equity,FASTENAL CO,"27,614,371,840","5,532,000,000",20.94,Industrials,Capital Goods
FB,FB US Equity,FACEBOOK INC-A,"740,378,738,688","75,158,001,664",31.91,Communication Services,Media & Entertainment
FBHS,FBHS US Equity,FORTUNE BRANDS H,"11,467,692,032","5,708,000,128",12.57,Industrials,Capital Goods
FCFS,FCFS US Equity,FIRSTCASH INC,"2,592,103,168","1,830,056,960",10.42,Financials,Diversified Financials
FCN,FCN US Equity,FTI CONSULTING,"4,413,338,112","2,407,769,024",10.79,Industrials,Commercial & Professional Services
FCX,FCX US Equity,FREEPORT-MCMORAN,"20,287,494,144","12,916,000,256",10.51,Materials,Materials
FDP,FDP US Equity,FRESH DEL MONTE,"1,170,745,344","4,305,700,032",3.03,Consumer Staples,"Food, Beverage & Tobacco"
FDS,FDS US Equity,FACTSET RESEARCH,"13,683,735,552","1,474,804,000",32.52,Financials,Diversified Financials
FDX,FDX US Equity,FEDEX CORP,"52,913,000,448","69,216,999,424",2.74,Industrials,Transportation
FELE,FELE US Equity,FRANKLIN ELEC CO,"2,812,088,064","1,243,558,000",11.01,Industrials,Capital Goods
FEYE,FEYE US Equity,FIREEYE INC,"3,373,798,144","915,622,000",-17.21,Information Technology,Software & Services
FFIV,FFIV US Equity,F5 NETWORKS,"8,459,629,056","2,326,393,984",15.02,Information Technology,Technology Hardware & Equipment
FHI,FHI US Equity,FEDERATED HERMES,"2,709,303,808","1,418,260,000",30.79,Financials,Diversified Financials
FICO,FICO US Equity,FAIR ISAAC CORP,"12,519,037,952","1,225,550,016",26.41,Information Technology,Software & Services
FIS,FIS US Equity,FIDELITY NATIONA,"89,111,371,776","12,203,000,064",1.55,Information Technology,Software & Services
FISV,FISV US Equity,FISERV INC,"65,605,607,424","14,406,999,808",4.76,Information Technology,Software & Services
FIT,FIT US Equity,FITBIT INC - A,"1,707,373,312","1,298,772,016",-34.91,Information Technology,Technology Hardware & Equipment
FIVE,FIVE US Equity,FIVE BELOW,"6,023,316,480","1,682,867,008",-35.94,Consumer Discretionary,Retailing
FIX,FIX US Equity,COMFORT SYSTEMS,"2,001,958,656","2,870,101,056",8.20,Industrials,Capital Goods
FIZZ,FIZZ US Equity,NATL BEVERAGE,"2,934,617,088","1,000,394,000",17.65,Consumer Staples,"Food, Beverage & Tobacco"
FL,FL US Equity,FOOT LOCKER INC,"3,142,652,928","7,102,999,936",-8.93,Consumer Discretionary,Retailing
FLIR,FLIR US Equity,FLIR SYSTEMS,"4,792,507,904","1,893,230,016",20.71,Information Technology,Technology Hardware & Equipment
FLO,FLO US Equity,FLOWERS FOODS,"5,207,544,320","4,259,624,960",7.72,Consumer Staples,"Food, Beverage & Tobacco"
FLOW,FLOW US Equity,SPX FLOW INC,"1,932,950,016","1,345,400,000",4.61,Industrials,Capital Goods
FLR,FLR US Equity,FLUOR CORP,"1,687,699,712","17,025,829,888",-7.02,Industrials,Capital Goods
FLS,FLS US Equity,FLOWSERVE CORP,"4,209,365,248","3,884,137,024",4.30,Industrials,Capital Goods
FLT,FLT US Equity,FLEETCOR TECHNOL,"19,379,855,360","2,566,168,000",40.52,Information Technology,Software & Services
FLWS,FLWS US Equity,1-800-FLOWERS-A,"1,869,984,768","1,331,078,992",-3.91,Consumer Discretionary,Retailing
FMC,FMC US Equity,FMC CORP,"14,182,333,440","4,616,899,968",23.19,Materials,Materials
FN,FN US Equity,FABRINET,"2,742,399,232","1,641,849,984",6.62,Information Technology,Technology Hardware & Equipment
FND,FND US Equity,FLOOR & DECOR-A,"6,917,333,504","2,065,384,000",4.56,Consumer Discretionary,Retailing
FNF,FNF US Equity,FIDELITY NATIONA,"9,882,009,600","8,634,999,808",17.44,Financials,Insurance
FOCS,FOCS US Equity,FOCUS FINANCIA-A,"2,702,637,312","1,307,035,008",4.45,Financials,Diversified Financials
FOE,FOE US Equity,FERRO CORP,"1,120,256,128","1,068,711,984",2.24,Materials,Materials
FORM,FORM US Equity,FORMFACTOR INC,"2,255,508,480","637,809,984",14.25,Information Technology,Semiconductors & Semiconductor Equipment
FOX,FOX US Equity,FOX CORP - B,"15,146,188,800","12,302,999,808",8.31,Communication Services,Media & Entertainment
FOXA,FOXA US Equity,FOX CORP - A,"15,146,188,800","12,302,999,808",8.31,Communication Services,Media & Entertainment
FOXF,FOXF US Equity,FOX FACTORY HOLD,"4,564,774,912","764,660,976",10.57,Consumer Discretionary,Automobiles & Components
FRTA,FRTA US Equity,FORTERRA INC,"1,011,773,632","1,584,736,992",11.97,Materials,Materials
FSLR,FSLR US Equity,FIRST SOLAR INC,"7,791,605,248","3,120,718,048",7.92,Information Technology,Semiconductors & Semiconductor Equipment
FSS,FSS US Equity,FED SIGNAL CORP,"2,001,224,832","1,179,400,000",11.59,Industrials,Capital Goods
FTDR,FTDR US Equity,FRONTDOOR IN,"3,757,128,448","1,418,000,000",19.66,Consumer Discretionary,Consumer Services
FTNT,FTNT US Equity,FORTINET INC,"20,504,061,952","2,354,300,032",18.96,Information Technology,Software & Services
FTV,FTV US Equity,FORTIVE CORP,"25,260,138,496","7,147,100,032",12.16,Industrials,Capital Goods
FUL,FUL US Equity,HB FULLER CO,"2,557,719,040","2,785,647,936",8.44,Materials,Materials
FWONA,FWONA US Equity,LIBERTY MEDIA-A,"8,694,093,824","1,219,000,000",-566.67,Communication Services,Media & Entertainment
FWONK,FWONK US Equity,LIBERTY MEDIA-C,"8,694,093,824","1,219,000,000",-566.67,Communication Services,Media & Entertainment
FWRD,FWRD US Equity,FORWARD AIR CORP,"1,655,059,968","1,367,354,016",4.94,Industrials,Transportation
G,G US Equity,GENPACT LTD,"8,018,123,264","3,652,824,000",10.04,Information Technology,Software & Services
GATX,GATX US Equity,GATX CORP,"2,331,000,064","1,326,800,000",22.73,Industrials,Capital Goods
GCP,GCP US Equity,GCP APPLIED TECH,"1,994,396,032","937,300,000",3.58,Materials,Materials
GD,GD US Equity,GENERAL DYNAMICS,"44,879,101,952","38,547,000,320",9.08,Industrials,Capital Goods
GDDY,GDDY US Equity,GODADDY INC-A,"13,265,800,192","3,139,299,968",2.84,Information Technology,Software & Services
GDOT,GDOT US Equity,GREEN DOT CORP-A,"2,728,915,968","1,168,164,000",1.70,Financials,Diversified Financials
GE,GE US Equity,GENERAL ELECTRIC,"58,822,103,040","87,870,998,528",-22.97,Industrials,Capital Goods
GEF,GEF US Equity,GREIF INC-CL A,"2,073,534,592","4,755,400,064",6.22,Materials,Materials
GEF/B,GEF/B US Equity,GREIF INC-CL B,"2,073,534,592","4,755,400,064",6.22,Materials,Materials
GFF,GFF US Equity,GRIFFON CORP,"1,051,044,032","2,321,012,992",8.15,Industrials,Capital Goods
GGG,GGG US Equity,GRACO INC,"9,615,868,928","1,553,306,016",12.20,Industrials,Capital Goods
GHC,GHC US Equity,GRAHAM HOLDING-B,"2,126,879,232","2,887,425,984",0.90,Consumer Discretionary,Consumer Services
GILD,GILD US Equity,GILEAD SCIENCES,"86,306,381,824","22,174,000,128",-58.00,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
GIS,GIS US Equity,GENERAL MILLS IN,"38,524,485,632","17,626,600,192",16.51,Consumer Staples,"Food, Beverage & Tobacco"
GL,GL US Equity,GLOBE LIFE INC,"9,111,095,296","4,591,792,896",19.90,Financials,Insurance
GLIBA,GLIBA US Equity,GCI LIBERTY - A,"8,538,036,224","920,050,016",1.18,Communication Services,Telecommunication Services
GLOB,GLOB US Equity,GLOBANT SA,"6,896,870,912","704,746,000",9.77,Information Technology,Software & Services
GLW,GLW US Equity,CORNING INC,"24,932,937,728","10,703,000,064",-4.02,Information Technology,Technology Hardware & Equipment
GM,GM US Equity,GENERAL MOTORS C,"40,113,635,328","115,785,998,336",-7.24,Consumer Discretionary,Automobiles & Components
GMED,GMED US Equity,GLOBUS MEDICAL I,"5,287,675,904","747,381,008",-17.17,Health Care,Health Care Equipment & Services
GMS,GMS US Equity,GMS INC,"1,132,406,528","3,241,307,008",-4.59,Industrials,Capital Goods
GNRC,GNRC US Equity,GENERAC HOLDINGS,"10,755,870,720","2,214,829,952",16.38,Industrials,Capital Goods
GNTX,GNTX US Equity,GENTEX CORP,"6,827,757,568","1,605,284,336",-2.93,Consumer Discretionary,Automobiles & Components
GNW,GNW US Equity,GENWORTH FINANCI,"1,490,967,424","8,032,999,936",8.98,Financials,Insurance
GO,GO US Equity,GROCERY OUTLET,"3,926,015,232","2,871,793,984",4.03,Consumer Staples,Food & Staples Retailing
GOLF,GOLF US Equity,ACUSHNET HOLDING,"2,650,071,552","1,494,180,000",3.91,Consumer Discretionary,Consumer Durables & Apparel
GOOG,GOOG US Equity,ALPHABET INC-C,"1,024,948,699,136","166,030,000,128",16.67,Communication Services,Media & Entertainment
GOOGL,GOOGL US Equity,ALPHABET INC-A,"1,024,948,699,136","166,030,000,128",16.67,Communication Services,Media & Entertainment
GPC,GPC US Equity,GENUINE PARTS CO,"13,974,872,064","18,103,970,816",-7.61,Consumer Discretionary,Retailing
GPI,GPI US Equity,GROUP 1 AUTOMOTI,"1,726,198,400","11,051,699,968",3.71,Consumer Discretionary,Retailing
GPK,GPK US Equity,GRAPHIC PACKAGIN,"4,110,094,592","6,311,500,160",7.13,Materials,Materials
GPN,GPN US Equity,GLOBAL PAYMENTS,"51,769,085,952","6,669,250,944",6.43,Information Technology,Software & Services
GPS,GPS US Equity,GAP INC/THE,"5,658,081,280","14,784,000,000",-59.04,Consumer Discretionary,Retailing
GRA,GRA US Equity,WR GRACE & CO,"3,107,555,840","1,815,200,000",0.96,Materials,Materials
GRMN,GRMN US Equity,GARMIN LTD,"19,751,004,160","3,762,590,976",21.66,Consumer Discretionary,Consumer Durables & Apparel
GRUB,GRUB US Equity,GRUBHUB INC,"7,129,377,280","1,485,584,992",-11.02,Consumer Discretionary,Retailing
GS,GS US Equity,GOLDMAN SACHS GP,"76,046,057,472","54,150,999,040",9.71,Financials,Diversified Financials
GT,GT US Equity,GOODYEAR TIRE,"2,292,823,808","12,714,999,808",-35.91,Consumer Discretionary,Automobiles & Components
