Ticker ,BBERG_Ticker,Short Name,Market Cap,Revenue T12M,OPM LF,GICS Sector,GICS Ind Grp Name
WWW,WWW US Equity,WOLVERINE WORLD,"2,060,028,672","1,970,100,032",2.15,Consumer Discretionary,Consumer Durables & Apparel
WYND,WYND US Equity,WYNDHAM DESTINAT,"2,607,830,528","3,017,999,936",-33.24,Consumer Discretionary,Consumer Services
WYNN,WYNN US Equity,WYNN RESORTS LTD,"9,253,355,520","4,340,634,960",-610.30,Consumer Discretionary,Consumer Services
X,X US Equity,US STEEL CORP,"1,747,778,432","10,732,000,000",-25.44,Materials,Materials
XLNX,XLNX US Equity,XILINX INC,"25,907,056,640","3,039,707,072",24.15,Information Technology,Semiconductors & Semiconductor Equipment
XPO,XPO US Equity,XPO LOGISTICS IN,"7,891,448,832","15,656,000,000",-4.03,Industrials,Transportation
XRAY,XRAY US Equity,DENTSPLY SIRONA,"9,823,597,568","3,438,500,032",-21.26,Health Care,Health Care Equipment & Services
XRX,XRX US Equity,XEROX HOLDINGS C,"3,681,984,256","7,968,999,936",2.39,Information Technology,Technology Hardware & Equipment
XYL,XYL US Equity,XYLEM INC,"14,414,739,456","4,950,000,128",4.66,Industrials,Capital Goods
Y,Y US Equity,ALLEGHANY CORP,"7,878,183,424","8,171,049,856",11.31,Financials,Insurance
YELP,YELP US Equity,YELP INC,"1,717,141,888","950,228,000",-20.91,Communication Services,Media & Entertainment
YETI,YETI US Equity,YETI HOLDINGS IN,"4,300,104,192","948,076,976",18.84,Consumer Discretionary,Consumer Durables & Apparel
YUM,YUM US Equity,YUM! BRANDS INC,"28,078,389,248","5,494,000,128",25.04,Consumer Discretionary,Consumer Services
YUMC,YUMC US Equity,YUM CHINA HO,"20,710,932,480","8,004,000,000",6.73,Consumer Discretionary,Consumer Services
Z,Z US Equity,ZILLOW GRO-C,"17,257,248,768","3,583,328,064",-8.16,Communication Services,Media & Entertainment
ZBH,ZBH US Equity,ZIMMER BIOMET HO,"28,692,965,376","7,028,000,000",-14.00,Health Care,Health Care Equipment & Services
ZBRA,ZBRA US Equity,ZEBRA TECH CORP,"15,149,048,832","4,330,000,000",12.45,Information Technology,Technology Hardware & Equipment
ZEN,ZEN US Equity,ZENDESK INC,"9,952,033,792","924,487,008",-12.77,Information Technology,Software & Services
ZG,ZG US Equity,ZILLOW GROUP I-A,"17,257,248,768","3,583,328,064",-8.16,Communication Services,Media & Entertainment
ZM,ZM US Equity,ZOOM VIDEO COM-A,"66,779,418,624","828,837,008",7.13,Information Technology,Software & Services
ZNGA,ZNGA US Equity,ZYNGA INC- CL A,"9,797,243,904","1,605,211,008",-28.63,Communication Services,Media & Entertainment
ZTS,ZTS US Equity,ZOETIS INC,"75,719,057,408","6,340,000,000",35.21,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences"
